,Gene Feature Name,Gene Common Name,MSN2 Number of Hits,MSN2 Total Sum of Scores,ROX1 Number of Hits,ROX1 Total Sum of Scores,Gene Description
S000003892,YJR131W,MNS1,2,15.455531597137451,1,9.3923177719116211,"Alpha-1,2-mannosidase; involved in ER-associated protein degradation (ERAD); catalyzes the removal of one mannose residue from a glycosylated protein, converting the modification from Man9GlcNAc to Man8GlcNAc; catalyzes the last step in glycoprotein maturation in the ER and is critical for ER protein degradation"
S000004467,YML008C,ERG6,3,21.633529663085938,1,8.906890869140625,"Delta(24)-sterol C-methyltransferase; converts zymosterol to fecosterol in the ergosterol biosynthetic pathway by methylating position C-24; localized to lipid particles, the plasma membrane-associated endoplasmic reticulum, and the mitochondrial outer membrane"
S000004466,YML007W,YAP1,3,21.633529663085938,1,8.906890869140625,"Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog, CAD1, that arose from the whole genome duplication"
S000004461,YML002W,,1,9.2775335311889648,2,24.428491592407227,Putative protein of unknown function; expression induced by heat and by calcium shortage
S000004463,YML004C,GLO1,5,43.666997909545898,2,17.714245796203613,Monomeric glyoxalase I; catalyzes the detoxification of methylglyoxal (a by-product of glycolysis) via condensation with glutathione to produce S-D-lactoylglutathione; expression regulated by methylglyoxal levels and osmotic stress
S000004462,YML003W,,5,43.666997909545898,1,10.392317771911621,Putative protein of unknown function
S000002452,YDR045C,RPC11,1,6.1779980659484863,1,8.3923177719116211,RNA polymerase III subunit C11; mediates pol III RNA cleavage activity and is important for termination of transcription; homologous to TFIIS
S000005333,YNR050C,LYS9,2,15.455531597137451,1,11.977279663085938,"Saccharopine dehydrogenase (NADP+, L-glutamate-forming); catalyzes the formation of saccharopine from alpha-aminoadipate 6-semialdehyde, the seventh step in lysine biosynthesis pathway; exhibits genetic and physical interactions with TRM112"
S000002103,YEL017C-A,PMP2,1,9.2775335311889648,1,14.199672698974609,"Proteolipid associated with plasma membrane H(+)-ATPase (Pma1p); regulates plasma membrane H(+)-ATPase activity; protein abundance increases in response to DNA replication stress; PMP2 has a paralog, PMP1, that arose from the whole genome duplication"
S000002456,YDR049W,VMS1,2,14.548641681671143,2,22.007027626037598,"Component of a Cdc48p-complex involved in protein quality control; exhibits cytosolic and ER-membrane localization, with Cdc48p, during normal growth, and contributes to ER-associated degradation (ERAD) of specific substrates at a step after their ubiquitination; forms a mitochondrially-associated complex with Cdc48p and Npl4p under oxidative stress that is required for ubiquitin-mediated mitochondria-associated protein degradation (MAD); conserved in C. elegans and humans"
S000005489,YOL129W,VPS68,3,23.826175212860107,1,14.29920768737793,Vacuolar membrane protein of unknown function; involved in vacuolar protein sorting; also detected in the mitochondria
S000005335,YNR052C,POP2,1,9.2775335311889648,1,11.392317771911621,RNase of the DEDD superfamily; subunit of the Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation
S000001633,YKL150W,MCR1,6,53.851421356201172,1,9.1292829513549805,Mitochondrial NADH-cytochrome b5 reductase; involved in ergosterol biosynthesis
S000001631,YKL148C,SDH1,3,23.826175212860107,1,15.258565902709961,Flavoprotein subunit of succinate dehydrogenase; couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; FAD binding to Sdh1p is required for the assembly of the succinate dehydrogenase subunits; mutations in human ortholog SDHA are associated with Leigh syndrome
S000005483,YOL123W,HRP1,1,9.2775335311889648,2,20.007027626037598,Subunit of cleavage factor I; cleavage factor I is a five-subunit complex required for the cleavage and polyadenylation of pre-mRNA 3' ends; RRM-containing heteronuclear RNA binding protein and hnRNPA/B family member that binds to poly (A) signal sequences; required for genome stability
S000001325,YIL063C,YRB2,3,26.925710678100586,1,11.714245796203613,"Protein of unknown function; involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; relocalizes to the cytosol in response to hypoxia; not essential for viability"
S000001324,YIL062C,ARC15,1,9.2775335311889648,1,11.714245796203613,Subunit of the ARP2/3 complex; ARP2/3 is required for the motility and integrity of cortical actin patches; has mRNA binding activity
S000001327,YIL065C,FIS1,3,21.633529663085938,1,15.521600723266602,Protein involved in mitochondrial fission and peroxisome abundance; may have a distinct role in tethering protein aggregates to mitochondria in order to retain them in the mother cell; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation
S000001321,YIL059C,,3,26.018820762634277,1,13.199672698974609,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YIL060W"
S000001323,YIL061C,SNP1,3,23.826175212860107,1,11.392317771911621,Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein; protein abundance increases in response to DNA replication stress
S000001322,YIL060W,,3,23.826175212860107,1,11.392317771911621,Mitochondrial protein of unknown function; required for respiratory growth; mutant accumulates less glycogen than does wild type; null mutation results in a decrease in plasma membrane electron transport; YIL060W is not an essential gene
S000004993,YNL048W,ALG11,1,8.3706436157226562,1,10.906890869140625,"Alpha-1,2-mannosyltransferase; catalyzes sequential addition of the two terminal alpha 1,2-mannose residues to the Man5GlcNAc2-PP-dolichol intermediate during asparagine-linked glycosylation in the ER"
S000002303,YDL144C,,1,6.1779980659484863,1,12.714245796203613,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL144C is not an essential gene; protein abundance increases in response to DNA replication stress
S000004681,YMR076C,PDS5,1,9.2775335311889648,1,9.3923177719116211,Cohesion maintenance factor; involved in sister chromatid condensation and cohesion; colocalizes with cohesin on chromosomes; performs its cohesin maintenance function in pre-anaphase cells by protecting the integrity of the cohesion complex; also required during meiosis; relocalizes to the cytosol in response to hypoxia
S000004684,YMR079W,SEC14,1,9.2775335311889648,1,9.6147098541259766,"Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns, PtdCho, and ceramide metabolism, products of which regulate intracellular transport and UPR; has a role in localization of lipid raft proteins; functionally homologous to mammalian PITPs; SEC14 has a paralog, YKL091C, that arose from the whole genome duplication"
S000004687,YMR082C,,3,24.733065128326416,1,6.0,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000005029,YNL085W,MKT1,2,18.55506706237793,1,9.3923177719116211,"Protein similar to nucleases that forms a complex with Pbp1p; complex may mediate posttranscriptional regulation of HO; involved in propagation of M2 dsRNA satellite of L-A virus; allelic variation affects mitochondrial genome stability, drug resistance, and more; forms cytoplasmic foci upon DNA replication stress; localization to P-bodies under ethanol stress differs between strains"
S000005021,YNL077W,APJ1,8,67.493173122406006,1,15.521600723266602,"Chaperone with a role in SUMO-mediated protein degradation; member of the DnaJ-like family; conserved across eukaryotes; overexpression interferes with propagation of the [Psi+] prion; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress"
S000005157,YNL213C,RRG9,1,9.2775335311889648,1,8.8073549270629883,"Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000006227,YPR023C,EAF3,3,22.919285297393799,1,15.621135711669922,"Component of the Rpd3S histone deacetylase complex; Esa1p-associated factor, nonessential component of the NuA4 acetyltransferase complex, homologous to Drosophila dosage compensation protein MSL3; plays a role in regulating Ty1 transposition"
S000006223,YPR019W,MCM4,2,12.355996131896973,1,10.614709854125977,Essential helicase component of heterohexameric MCM2-7 complexes; MCM2-7 complexes bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p
S000004512,YML047W-A,,1,6.1779980659484863,1,11.614709854125977,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF PRM6/YML047C"
S000002210,YDL052C,SLC1,2,17.648177146911621,1,11.977279663085938,"1-acyl-sn-glycerol-3-phosphate acyltransferase; catalyzes the acylation of lysophosphatidic acid to form phosphatidic acid, a key intermediate in lipid metabolism; enzymatic activity detected in lipid particles and microsomes"
S000002211,YDL053C,PBP4,1,9.2775335311889648,1,11.451210975646973,Pbp1p binding protein; interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay; relative distribution to the nucleus increases upon DNA replication stress
S000001928,YFR032C,RRT5,4,30.004173278808594,1,6.0,Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; expressed at high levels during sporulation
S000001253,YHR210C,,3,26.925710678100586,1,11.392317771911621,Putative aldose 1-epimerase superfamily protein; non-essential gene; highly expressed under anaeorbic conditions
S000001923,YFR027W,ECO1,1,9.2775335311889648,2,22.32895565032959,"Acetyltransferase; required for establishment of sister chromatid cohesion; acetylates Mps3p to regulate nuclear organization; modifies Smc3p at replication forks and Mcd1p in response to dsDNA breaks; phosphorylated by three kinases (Cdc28p, Cdc7p, Mck1p) to generate pair of phosphates spaced precisely for recognition by ubiquitin ligase SCF-Cdc4; mutations in human homolog ESCO2 cause Roberts syndrome; relative distribution to nucleus increases upon DNA replication stress"
S000001922,YFR026C,ULI1,1,9.2775335311889648,2,22.32895565032959,Protein of unknown function; involved in and induced by the endoplasmic reticulum unfolded protein response (UPR); SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum
S000004046,YLR056W,ERG3,3,21.633529663085938,1,10.714245796203613,"C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable, but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D"
S000002690,YDR282C,MRX10,2,17.648177146911621,1,6.8073549270629883,"Mitochondrial inner membrane protein of unknown function; associates with mitochondrial ribosome; localizes to the inner membrane with the C terminus facing the intermembrane space; ortholog of human RMND1, mutation in which is implicated in infantile encephaloneuromyopathy and defective mitochondrial translation"
